"","poll_id","pollster_id","pollster","sponsor_ids","sponsors","display_name","pollster_rating_id","pollster_rating_name","numeric_grade","pollscore","methodology","transparency_score","state","start_date","end_date","sponsor_candidate_id","sponsor_candidate","sponsor_candidate_party","endorsed_candidate_id","endorsed_candidate_name","endorsed_candidate_party","question_id","sample_size","population","subpopulation","population_full","tracking","created_at","notes","url","source","internal","partisan","race_id","cycle","office_type","seat_number","seat_name","election_date","stage","nationwide_batch","biden"
"25",71933,1193,"SurveyMonkey",788,"Axios","SurveyMonkey",324,"SurveyMonkey",1.9,0.2,"Online Panel",10,"Georgia",2020-09-26,2020-10-24,NA,NA,NA,NA,NA,NA,134847,6530,"lv",NA,"lv",TRUE,"10/25/20 18:30",NA,"https://www.tableau.com/data-insights/us-election-2020/candidate-preference",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,50
"26",71888,568,"YouGov",133,"CBS News","YouGov",391,"YouGov",2.9,-1.1,"Online Panel",9,"Georgia",2020-10-20,2020-10-23,NA,NA,NA,NA,NA,NA,134746,1090,"lv",NA,"lv",NA,"10/25/20 10:47",NA,"https://drive.google.com/file/d/1jZ9sY9pNj52MdJPsN9MW4KHKvDsjNC9c/view",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,49
"27",71944,847,"U. Georgia SPIA",655,"Atlanta Journal-Constitution","University of Georgia School of Public and International Affairs",350,"University of Georgia School of Public and International Affairs",2.2,-0.2,"Live Phone",7,"Georgia",2020-10-14,2020-10-23,NA,NA,NA,NA,NA,NA,134858,1145,"lv",NA,"lv",NA,"10/26/20 07:35",NA,"https://www.ajc.com/politics/ajc-poll-shows-deadlocked-races-for-president-senate-seats-in-georgia/4MTSM6V3CFALJFQCYWF3X2TAHA/",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,46.5
"28",71866,1193,"SurveyMonkey",788,"Axios","SurveyMonkey",324,"SurveyMonkey",1.9,0.2,"Online Panel",10,"Georgia",2020-09-26,2020-10-23,NA,NA,NA,NA,NA,NA,134712,6507,"lv",NA,"lv",TRUE,"10/24/20 19:56",NA,"https://www.tableau.com/data-insights/us-election-2020/candidate-preference",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,50
"29",71805,1193,"SurveyMonkey",788,"Axios","SurveyMonkey",324,"SurveyMonkey",1.9,0.2,"Online Panel",10,"Georgia",2020-09-24,2020-10-22,NA,NA,NA,NA,NA,NA,134581,6533,"lv",NA,"lv",TRUE,"10/23/20 17:02",NA,"https://www.tableau.com/data-insights/us-election-2020/candidate-preference",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,50
"30",71763,262,"Landmark Communications",90,"WSB-TV","Landmark Communications",166,"Landmark Communications",2.1,-0.6,"IVR/Live Phone",4,"Georgia",2020-10-21,2020-10-21,NA,NA,NA,NA,NA,NA,134485,500,"lv",NA,"lv",NA,"10/23/20 16:09",NA,"https://www.wsbtv.com/news/local/atlanta/president-trump-widens-lead-over-joe-biden-latest-exclusive-channel-2-poll/7R643PFTRVDFHGNWHJFBVHKUCY/",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,45
"31",71722,1193,"SurveyMonkey",788,"Axios","SurveyMonkey",324,"SurveyMonkey",1.9,0.2,"Online Panel",10,"Georgia",2020-09-24,2020-10-21,NA,NA,NA,NA,NA,NA,134382,6420,"lv",NA,"lv",TRUE,"10/22/20 18:35",NA,"https://www.tableau.com/data-insights/us-election-2020/candidate-preference",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,49
"32",72181,1620,"Citizen Data",NA,NA,"Citizen Data",616,"Citizen Data",0.9,0.5,"IVR/Text-to-Web",4,"Georgia",2020-10-17,2020-10-20,NA,NA,NA,NA,NA,NA,135391,1000,"lv",NA,"lv",NA,"10/29/20 08:16",NA,"https://github.com/GetCitizenData/VoteByMail/blob/master/VoteByMail-Georgia/Modeling/October/Georgia%20VBM%20Toplines%2010_23_2020.pdf",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,48.15
"33",71640,1189,"Morning Consult",NA,NA,"Morning Consult",218,"Morning Consult",1.8,-0.2,"Online Panel",4,"Georgia",2020-10-11,2020-10-20,NA,NA,NA,NA,NA,NA,134212,1672,"lv",NA,"lv",TRUE,"10/22/20 07:32",NA,"https://morningconsult.com/form/2020-u-s-election-tracker/",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,48
"34",71609,1193,"SurveyMonkey",788,"Axios","SurveyMonkey",324,"SurveyMonkey",1.9,0.2,"Online Panel",10,"Georgia",2020-09-23,2020-10-20,NA,NA,NA,NA,NA,NA,134157,6145,"lv",NA,"lv",TRUE,"10/21/20 17:07",NA,"https://www.tableau.com/data-insights/us-election-2020/candidate-preference",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,50
"35",71435,1102,"Emerson",1446,"NewsNation","Emerson College",88,"Emerson College",2.9,-1.1,"IVR/Online Panel/Text-to-Web",8,"Georgia",2020-10-17,2020-10-19,NA,NA,NA,NA,NA,NA,133777,506,"lv",NA,"lv",NA,"10/19/20 20:06",NA,"https://emersonpolling.reportablenews.com/pr/georgia-2020-showdown-in-presidential-and-us-senate-races",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,47
"36",71454,1424,"Siena/NYT",NA,NA,"The New York Times/Siena College",448,"The New York Times/Siena College",3,-1.5,"Live Phone",8,"Georgia",2020-10-13,2020-10-19,NA,NA,NA,NA,NA,NA,133826,759,"lv",NA,"lv",NA,"10/20/20 13:05",NA,"https://int.nyt.com/data/documenttools/ga101320-crosstabs/96723fae2a9846ed/full.pdf",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,45
"37",71507,1193,"SurveyMonkey",788,"Axios","SurveyMonkey",324,"SurveyMonkey",1.9,0.2,"Online Panel",10,"Georgia",2020-09-22,2020-10-19,NA,NA,NA,NA,NA,NA,133945,5979,"lv",NA,"lv",TRUE,"10/20/20 19:58",NA,"https://www.tableau.com/data-insights/us-election-2020/candidate-preference",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,49
"38",71422,1193,"SurveyMonkey",788,"Axios","SurveyMonkey",324,"SurveyMonkey",1.9,0.2,"Online Panel",10,"Georgia",2020-09-21,2020-10-18,NA,NA,NA,NA,NA,NA,133762,5795,"lv",NA,"lv",TRUE,"10/19/20 17:39",NA,"https://www.tableau.com/data-insights/us-election-2020/candidate-preference",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,50
"39",71340,1193,"SurveyMonkey",788,"Axios","SurveyMonkey",324,"SurveyMonkey",1.9,0.2,"Online Panel",10,"Georgia",2020-09-20,2020-10-17,NA,NA,NA,NA,NA,NA,133600,5725,"lv",NA,"lv",TRUE,"10/18/20 18:37",NA,"https://www.tableau.com/data-insights/us-election-2020/candidate-preference",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,50
"40",71282,1193,"SurveyMonkey",788,"Axios","SurveyMonkey",324,"SurveyMonkey",1.9,0.2,"Online Panel",10,"Georgia",2020-09-19,2020-10-16,NA,NA,NA,NA,NA,NA,133483,5617,"lv",NA,"lv",TRUE,"10/17/20 19:14",NA,NA,538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,49
"41",71759,1632,"Opinion Insight",1326,"American Action Forum","Opinion Insight",225,"National Research",1.8,-0.4,"Live Phone",5,"Georgia",2020-10-12,2020-10-15,NA,NA,NA,NA,NA,NA,134451,800,"lv",NA,"lv",NA,"10/23/20 15:13",NA,"https://www.americanactionforum.org/insight/georgia-policy-priorities-and-the-election-october-update/",538,NA,"REP",6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,49
"42",71221,1193,"SurveyMonkey",788,"Axios","SurveyMonkey",324,"SurveyMonkey",1.9,0.2,"Online Panel",10,"Georgia",2020-09-18,2020-10-15,NA,NA,NA,NA,NA,NA,133356,5376,"lv",NA,"lv",TRUE,"10/16/20 16:11",NA,"https://www.tableau.com/data-insights/us-election-2020/candidate-preference",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,50
"43",71566,172,"Garin Hart Yang",NA,NA,"Garin-Hart-Yang Research Group",113,"Garin-Hart-Yang Research Group",1.1,0.2,"Live Phone",1,"Georgia",2020-10-11,2020-10-14,14567,"Jon Ossoff","DEM",NA,NA,NA,134172,600,"lv",NA,"lv",NA,"10/21/20 17:27",NA,"https://electjon.com/wp-content/uploads/2020/10/Pathway-to-Victory-memo-8.pdf",538,TRUE,"DEM",6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,51
"44",71147,1193,"SurveyMonkey",788,"Axios","SurveyMonkey",324,"SurveyMonkey",1.9,0.2,"Online Panel",10,"Georgia",2020-09-17,2020-10-14,NA,NA,NA,NA,NA,NA,133206,5029,"lv",NA,"lv",TRUE,"10/15/20 15:17",NA,"https://www.tableau.com/data-insights/us-election-2020/candidate-preference",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,49
"45",71053,1193,"SurveyMonkey",788,"Axios","SurveyMonkey",324,"SurveyMonkey",1.9,0.2,"Online Panel",10,"Georgia",2020-09-15,2020-10-13,NA,NA,NA,NA,NA,NA,132999,4716,"lv",NA,"lv",TRUE,"10/14/20 20:59",NA,"https://www.tableau.com/data-insights/us-election-2020/candidate-preference",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,50
"46",70982,460,"SurveyUSA",147,"WXIA-TV","SurveyUSA",325,"SurveyUSA",2.8,-1.3,"Online Panel",9,"Georgia",2020-10-08,2020-10-12,NA,NA,NA,NA,NA,NA,132826,677,"lv",NA,"lv",NA,"10/14/20 09:29",NA,"http://www.surveyusa.com/client/PollReport.aspx?g=b396b793-781d-4382-9ada-fc4cc50dacb6",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,48
"47",71000,396,"Quinnipiac",NA,NA,"Quinnipiac University",267,"Quinnipiac University",2.8,-0.5,"Live Phone",9,"Georgia",2020-10-08,2020-10-12,NA,NA,NA,NA,NA,NA,132867,1040,"lv",NA,"lv",NA,"10/14/20 14:02",NA,"https://poll.qu.edu/Poll-Release?releaseid=3801",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,51
"48",70934,1193,"SurveyMonkey",788,"Axios","SurveyMonkey",324,"SurveyMonkey",1.9,0.2,"Online Panel",10,"Georgia",2020-09-15,2020-10-12,NA,NA,NA,NA,NA,NA,132765,4544,"lv",NA,"lv",TRUE,"10/13/20 23:04",NA,"https://www.tableau.com/data-insights/us-election-2020/candidate-preference",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,49
"49",71010,1515,"Data for Progress",11551452,"Crooked Media | Indivisible","Data for Progress",522,"Data for Progress",2.7,-1.2,"Online Panel/Text-to-Web",4.5,"Georgia",2020-10-08,2020-10-11,NA,NA,NA,NA,NA,NA,132892,782,"lv",NA,"lv",NA,"10/14/20 18:29",NA,"https://filesforprogress.org/memos/2020-senate-project/week-4/toplines/dfp_psp_ga_week_4_toplines.pdf",538,FALSE,"DEM",6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,46
"50",70755,1189,"Morning Consult",NA,NA,"Morning Consult",218,"Morning Consult",1.8,-0.2,"Online Panel",4,"Georgia",2020-10-02,2020-10-11,NA,NA,NA,NA,NA,NA,132364,1837,"lv",NA,"lv",TRUE,"10/13/20 07:45",NA,"https://morningconsult.com/form/2020-u-s-election-tracker/#section-5",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,47
"51",70712,262,"Landmark Communications",90,"WSB-TV","Landmark Communications",166,"Landmark Communications",2.1,-0.6,"IVR/Live Phone",4,"Georgia",2020-10-07,2020-10-07,NA,NA,NA,NA,NA,NA,132266,600,"lv",NA,"lv",NA,"10/9/20 18:46",NA,"https://assets.documentcloud.org/documents/7224570/WSB-Landmark-Senate-Poll-10-9-20.pdf",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,46.8
"52",70695,847,"U. Georgia SPIA",655,"Atlanta Journal-Constitution","University of Georgia School of Public and International Affairs",350,"University of Georgia School of Public and International Affairs",2.2,-0.2,"Live Phone",7,"Georgia",2020-09-27,2020-10-06,NA,NA,NA,NA,NA,NA,132235,1106,"lv",NA,"lv",NA,"10/9/20 07:53",NA,"https://s.wsj.net/public/resources/documents/spia-election-survey-10-08-2020.pdf",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,46.4
"53",70108,262,"Landmark Communications",90,"WSB-TV","Landmark Communications",166,"Landmark Communications",2.1,-0.6,"IVR/Live Phone",4,"Georgia",2020-09-30,2020-09-30,NA,NA,NA,NA,NA,NA,130607,500,"lv",NA,"lv",NA,"10/1/20 18:32",NA,"https://www.wsbtv.com/news/local/atlanta/following-rocky-debate-biden-takes-lead-over-trump-latest-exclusive-channel-2-poll/LFMKYZZ2C5DVFE3J7HKNK2653U/",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,46.6
"54",70335,1193,"SurveyMonkey",788,"Axios","SurveyMonkey",324,"SurveyMonkey",1.9,0.2,"Online Panel",10,"Georgia",2020-09-01,2020-09-30,NA,NA,NA,NA,NA,NA,131030,3468,"lv",NA,"lv",TRUE,"10/2/20 23:25",NA,"https://www.tableau.com/data-insights/us-election-2020/candidate-preference",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,49.08
"55",70049,1447,"Civiqs",185,"Daily Kos","Civiqs",471,"Civiqs",2.5,-0.2,"Online Panel/Online Ad",8,"Georgia",2020-09-26,2020-09-29,NA,NA,NA,NA,NA,NA,130483,969,"lv",NA,"lv",NA,"9/29/20 15:46",NA,"https://m.dailykos.com/stories/2020/9/29/1981768/-Warnock-surges-to-Georgia-Senate-special-election-lead-Dems-all-looking-good-Civiqs-poll",538,NA,"DEM",6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,50
"56",70131,204,"Hart Research Associates",791,"Human Rights Campaign","Hart Research Associates",113,"Garin-Hart-Yang Research Group",1.1,0.2,"Live Phone",1,"Georgia",2020-09-24,2020-09-27,NA,NA,NA,NA,NA,NA,130662,400,"lv",NA,"lv",NA,"10/2/20 16:23",NA,"https://hrc-prod-requests.s3-us-west-2.amazonaws.com/ME-13067-HRC-Issues-10-State-1.pdf?mtime=20201002132812&focal=none",538,NA,"DEM",6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,50
"57",70047,396,"Quinnipiac",NA,NA,"Quinnipiac University",267,"Quinnipiac University",2.8,-0.5,"Live Phone",9,"Georgia",2020-09-23,2020-09-27,NA,NA,NA,NA,NA,NA,130477,1125,"lv",NA,"lv",NA,"9/29/20 14:01",NA,"https://poll.qu.edu/Poll-Release?releaseid=3794",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,50
"58",70137,1562,"Redfield & Wilton Strategies",NA,NA,"Redfield & Wilton Strategies",562,"Redfield & Wilton Strategies",1.8,0.3,"Online Panel",9,"Georgia",2020-09-23,2020-09-26,NA,NA,NA,NA,NA,NA,130668,789,"lv",NA,"lv",NA,"10/2/20 16:24",NA,"https://redfieldandwiltonstrategies.com/latest-georgia-voting-intention-23-26-september/",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,45
"59",69991,568,"YouGov",133,"CBS News","YouGov",391,"YouGov",2.9,-1.1,"Online Panel",9,"Georgia",2020-09-22,2020-09-25,NA,NA,NA,NA,NA,NA,130351,1164,"lv",NA,"lv",NA,"9/27/20 11:08",NA,"https://www.cbsnews.com/news/trump-biden-opinion-poll-georgia-north-carolina-supreme-court-09-27-2020/",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,46
"60",69690,320,"Monmouth",NA,NA,"Monmouth University Polling Institute",215,"Monmouth University Polling Institute",2.9,-0.9,"Live Phone",10,"Georgia",2020-09-17,2020-09-21,NA,NA,NA,NA,NA,NA,129931,402,"lv",NA,"lv",NA,"9/23/20 11:04","higher likely turnout","https://www.monmouth.edu/polling-institute/documents/monmouthpoll_ga_092320.pdf/",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,46
