id,country,Country,city,institution,cond,nodropoff,rejection,response,responsetime
10075,1,"Argentina",256,5,0,0,0,100,.21611555
10076,1,"Argentina",256,5,0,0,0,0,
10077,1,"Argentina",256,5,0,0,0,0,
10078,1,"Argentina",256,5,0,0,0,0,
10079,1,"Argentina",256,5,0,0,0,100,.46758223
10080,1,"Argentina",256,5,0,0,0,100,.15243556
10081,1,"Argentina",256,5,1,0,0,0,
10082,1,"Argentina",256,5,1,0,0,100,17.999565
10083,1,"Argentina",256,5,1,0,0,0,
10084,1,"Argentina",256,5,1,0,0,0,
10085,1,"Argentina",256,5,1,0,0,100,.28862444
10086,1,"Argentina",256,5,1,0,0,100,.19666667
10087,1,"Argentina",256,5,1,0,0,100,.24691333
10088,1,"Argentina",266,1,0,0,0,100,.11666
10089,1,"Argentina",266,1,0,0,0,0,
10090,1,"Argentina",266,1,0,0,0,100,.12859556
10091,1,"Argentina",266,1,0,0,0,0,
10092,1,"Argentina",266,1,0,0,0,100,.15844445
10093,1,"Argentina",266,1,0,0,0,0,
10094,1,"Argentina",266,1,1,0,0,0,
10095,1,"Argentina",266,1,1,0,0,100,.33194888
10096,1,"Argentina",266,1,1,0,0,0,
10097,1,"Argentina",266,1,1,0,0,100,.31376222
10098,1,"Argentina",266,1,1,0,0,0,
10099,1,"Argentina",266,1,1,0,0,0,
10100,1,"Argentina",266,1,1,0,0,100,.088115558
10101,1,"Argentina",266,1,1,0,0,100,.10693555
10102,1,"Argentina",266,2,0,0,0,100,.15213777
10103,1,"Argentina",266,2,0,0,0,100,.13578889
10104,1,"Argentina",266,2,0,0,0,100,4.4521623
10105,1,"Argentina",266,2,0,0,0,100,.73561114
10106,1,"Argentina",266,2,0,0,0,0,
10107,1,"Argentina",266,2,0,0,0,0,
10108,1,"Argentina",266,2,0,0,0,0,
10109,1,"Argentina",266,2,1,0,0,100,.39788666
10110,1,"Argentina",266,2,1,0,0,100,.32918221
10111,1,"Argentina",266,2,1,0,0,100,.26864222
10112,1,"Argentina",266,2,1,0,0,0,
10113,1,"Argentina",266,2,1,0,0,100,.080902219
10114,1,"Argentina",266,2,1,0,0,100,1.1791422
10115,1,"Argentina",266,2,1,0,0,0,
10116,1,"Argentina",266,3,0,0,0,100,.31396446
10117,1,"Argentina",266,3,0,0,0,100,.37737778
10118,1,"Argentina",266,3,0,0,0,0,
10119,1,"Argentina",266,3,0,0,0,0,
10120,1,"Argentina",266,3,0,0,0,100,.52708447
10121,1,"Argentina",266,3,0,0,0,0,
10122,1,"Argentina",266,3,0,0,0,100,.31428444
10123,1,"Argentina",266,3,1,0,0,100,3.9615023
10124,1,"Argentina",266,3,1,0,0,100,.98363554
10125,1,"Argentina",266,3,1,0,0,100,.4728089
10126,1,"Argentina",266,3,1,0,0,100,.21473999
10127,1,"Argentina",266,3,1,0,0,0,
10128,1,"Argentina",266,3,1,0,0,100,16.503841
10129,1,"Argentina",266,3,1,0,0,0,
10130,1,"Argentina",266,4,0,0,0,100,.17399999
10131,1,"Argentina",266,4,0,0,0,0,
10132,1,"Argentina",266,4,0,0,0,0,
10133,1,"Argentina",266,4,1,0,0,100,73.704124
10134,1,"Argentina",266,5,0,0,0,0,
10135,1,"Argentina",266,5,0,0,0,100,.17065778
10136,1,"Argentina",266,5,0,0,0,0,
10137,1,"Argentina",266,5,0,0,0,0,
10138,1,"Argentina",266,5,0,0,0,0,
10139,1,"Argentina",266,5,0,0,0,100,1.8368733
10140,1,"Argentina",266,5,1,0,0,0,
10141,1,"Argentina",266,5,1,0,0,100,.15296888
10142,1,"Argentina",266,5,1,0,0,100,.19372667
10143,1,"Argentina",266,5,1,0,0,0,
10144,1,"Argentina",266,5,1,0,0,0,
10145,1,"Argentina",266,5,1,0,0,0,
10146,1,"Argentina",298,1,0,0,0,100,.02978
10147,1,"Argentina",298,1,0,0,0,100,.23602
10148,1,"Argentina",298,1,0,0,0,100,.14118667
10149,1,"Argentina",298,1,0,0,0,100,.24420445
10150,1,"Argentina",298,1,0,0,0,0,
10151,1,"Argentina",298,1,1,0,0,100,.14249112
10152,1,"Argentina",298,1,1,0,0,0,
10153,1,"Argentina",298,1,1,0,0,0,
10154,1,"Argentina",298,1,1,0,0,100,.04266889
10155,1,"Argentina",298,2,0,0,0,100,.25239334
10156,1,"Argentina",298,2,0,0,0,100,.15982445
10157,1,"Argentina",298,2,0,0,0,100,3.4877601
10158,1,"Argentina",298,2,0,0,0,0,
10159,1,"Argentina",298,2,1,0,0,100,.81362665
10160,1,"Argentina",298,2,1,0,0,100,.31539777
10161,1,"Argentina",298,2,1,0,0,100,.20372444
10162,1,"Argentina",298,2,1,0,0,0,
10163,1,"Argentina",298,3,0,0,0,100,2.9261889
10164,1,"Argentina",298,3,0,0,0,0,
10165,1,"Argentina",298,3,0,0,0,100,.81130886
10166,1,"Argentina",298,3,0,0,0,100,.16567333
10167,1,"Argentina",298,3,1,0,0,0,
10168,1,"Argentina",298,3,1,0,0,100,.3687911
10169,1,"Argentina",298,3,1,0,0,100,.16974445
10170,1,"Argentina",298,3,1,0,0,100,.19642889
10171,1,"Argentina",298,3,1,0,0,0,
10172,1,"Argentina",298,4,0,0,0,0,
10173,1,"Argentina",298,4,0,0,0,0,
10174,1,"Argentina",298,4,1,0,0,100,.092660002
10175,1,"Argentina",298,4,1,0,0,0,
10176,1,"Argentina",298,5,0,0,0,100,118.63245
10177,1,"Argentina",298,5,0,0,0,0,
10178,1,"Argentina",298,5,0,0,0,100,.20209999
10178,1,"Argentina",298,5,0,1,100,,
10179,1,"Argentina",298,5,0,0,0,0,
10180,1,"Argentina",298,5,1,0,0,0,
10181,1,"Argentina",298,5,1,0,0,0,
10182,1,"Argentina",298,5,1,0,0,100,.20192888
10183,1,"Argentina",298,5,1,0,0,0,
10184,1,"Argentina",301,1,0,0,0,100,1.4226155
10185,1,"Argentina",301,1,0,0,0,100,.18085556
10186,1,"Argentina",301,1,0,0,0,100,.22551334
10187,1,"Argentina",301,1,0,0,0,100,.02809111
10188,1,"Argentina",301,1,0,0,0,100,.18841112
10189,1,"Argentina",301,1,1,0,0,0,
10190,1,"Argentina",301,1,1,0,0,0,
10191,1,"Argentina",301,1,1,0,0,100,.3588289
10192,1,"Argentina",301,1,1,0,0,100,.29763779
10193,1,"Argentina",301,2,0,0,0,100,.47533333
10194,1,"Argentina",301,2,0,0,0,100,.83225113
10195,1,"Argentina",301,2,0,0,0,100,.38688222
10196,1,"Argentina",301,2,0,0,0,0,
10197,1,"Argentina",301,2,1,0,0,100,91.799576
10198,1,"Argentina",301,2,1,0,0,100,.12938888
10199,1,"Argentina",301,2,1,0,0,0,
10200,1,"Argentina",301,2,1,0,0,100,.15358445
10201,1,"Argentina",301,2,1,0,0,0,
10202,1,"Argentina",301,2,1,0,0,100,6.3871379
10203,1,"Argentina",301,3,0,0,0,0,
10204,1,"Argentina",301,3,0,0,0,0,
10205,1,"Argentina",301,3,0,0,0,0,
10206,1,"Argentina",301,3,0,0,0,100,1.8692467
10207,1,"Argentina",301,3,0,0,0,0,
10208,1,"Argentina",301,3,1,0,0,0,
10209,1,"Argentina",301,3,1,0,0,0,
10210,1,"Argentina",301,3,1,0,0,100,.52121109
10211,1,"Argentina",301,3,1,0,0,100,.078295559
10212,1,"Argentina",301,4,0,0,0,0,
10213,1,"Argentina",301,4,0,0,0,0,
10214,1,"Argentina",301,4,0,0,0,0,
10215,1,"Argentina",301,4,0,0,0,0,
10216,1,"Argentina",301,4,0,0,0,0,
10217,1,"Argentina",301,4,1,0,0,0,
10218,1,"Argentina",301,4,1,0,0,0,
10219,1,"Argentina",301,4,1,0,0,0,
10220,1,"Argentina",301,4,1,0,0,0,
10221,1,"Argentina",301,5,0,0,0,0,
10222,1,"Argentina",301,5,0,0,0,0,
10223,1,"Argentina",301,5,0,0,0,100,8.3579826
10224,1,"Argentina",301,5,0,0,0,100,4.415102
10225,1,"Argentina",301,5,0,0,0,0,
10226,1,"Argentina",301,5,1,0,0,0,
10227,1,"Argentina",301,5,1,0,0,100,.14953111
10228,1,"Argentina",301,5,1,0,0,100,.16463111
10229,1,"Argentina",301,5,1,0,0,100,.69788003
10230,1,"Argentina",301,5,1,0,0,100,.13513778
10231,1,"Argentina",329,1,0,0,0,100,.069122225
10232,1,"Argentina",329,1,0,0,0,0,
10233,1,"Argentina",329,1,0,0,0,100,.38517556
10234,1,"Argentina",329,1,0,0,0,100,.42886221
10235,1,"Argentina",329,1,0,0,0,100,.072873332
10236,1,"Argentina",329,1,1,0,0,100,.23013556
10237,1,"Argentina",329,1,1,0,0,0,
10238,1,"Argentina",329,1,1,0,0,0,
10239,1,"Argentina",329,1,1,0,0,0,
10240,1,"Argentina",329,2,0,0,0,0,
10241,1,"Argentina",329,2,0,0,0,0,
10242,1,"Argentina",329,2,0,0,0,100,.15639333
10243,1,"Argentina",329,2,0,0,0,0,
10244,1,"Argentina",329,2,1,0,0,0,
10245,1,"Argentina",329,2,1,0,0,100,.16828667
10246,1,"Argentina",329,2,1,0,0,0,
10247,1,"Argentina",329,2,1,0,0,100,.3047311
10248,1,"Argentina",329,3,0,0,0,0,
10249,1,"Argentina",329,3,0,0,0,100,1.0941
10250,1,"Argentina",329,3,0,0,0,0,
10251,1,"Argentina",329,3,0,0,0,100,1.7039244
10252,1,"Argentina",329,3,1,0,0,100,.2965889
10253,1,"Argentina",329,3,1,0,0,0,
10254,1,"Argentina",329,3,1,0,0,0,
10255,1,"Argentina",329,3,1,0,0,100,.11264222
10256,1,"Argentina",329,3,1,0,0,100,26.051451
10257,1,"Argentina",329,4,0,0,0,0,
10258,1,"Argentina",329,4,0,0,0,0,
10259,1,"Argentina",329,4,0,0,0,100,.33785778
10260,1,"Argentina",329,4,0,0,0,100,2.0384445
10261,1,"Argentina",329,4,0,0,0,0,
10262,1,"Argentina",329,4,0,0,0,100,.18738
10263,1,"Argentina",329,4,0,0,0,0,
10264,1,"Argentina",329,4,0,0,0,0,
10265,1,"Argentina",329,4,0,0,0,100,.30826887
10266,1,"Argentina",329,4,1,0,0,100,15.57138
10267,1,"Argentina",329,4,1,0,0,100,.27620888
10268,1,"Argentina",329,4,1,0,0,100,.20792
10269,1,"Argentina",329,4,1,0,0,0,
10270,1,"Argentina",329,4,1,0,0,0,
10271,1,"Argentina",329,4,1,0,0,100,.14002
10272,1,"Argentina",329,4,1,0,0,0,
10273,1,"Argentina",329,4,1,0,0,100,.23984222
10274,1,"Argentina",329,4,1,0,0,100,.5163222
10275,1,"Argentina",329,4,1,0,0,100,8.0452824
10276,1,"Argentina",329,5,0,0,0,0,
10277,1,"Argentina",329,5,0,0,0,100,.39737111
10278,1,"Argentina",329,5,0,0,0,0,
10279,1,"Argentina",329,5,0,0,0,100,.58376443
10280,1,"Argentina",329,5,0,0,0,100,.95036668
10281,1,"Argentina",329,5,0,0,0,0,
10282,1,"Argentina",329,5,1,0,0,100,.11076889
10283,1,"Argentina",329,5,1,0,0,0,
10284,1,"Argentina",329,5,1,0,0,100,.43536222
10285,1,"Argentina",329,5,1,0,0,0,
10286,1,"Argentina",330,1,0,0,0,0,
10287,1,"Argentina",330,1,0,0,0,0,
10288,1,"Argentina",330,1,0,0,0,100,3.6771467
10289,1,"Argentina",330,1,0,0,0,0,
10290,1,"Argentina",330,1,1,0,0,100,.40471333
10291,1,"Argentina",330,1,1,0,0,0,
10292,1,"Argentina",330,1,1,0,0,0,
10293,1,"Argentina",330,1,1,0,0,100,1.2226689
10294,1,"Argentina",330,2,0,0,0,0,
10295,1,"Argentina",330,2,0,0,0,100,.45780444
10296,1,"Argentina",330,2,0,0,0,100,.27631557
10297,1,"Argentina",330,2,0,0,0,100,78.750938
10298,1,"Argentina",330,2,0,0,0,0,
10299,1,"Argentina",330,2,1,0,0,0,
10300,1,"Argentina",330,2,1,0,0,100,.38674
10301,1,"Argentina",330,2,1,0,0,100,.21511333
10302,1,"Argentina",330,2,1,0,0,100,.21442001
10303,1,"Argentina",330,3,0,0,0,0,
10304,1,"Argentina",330,3,0,0,0,100,171.23338
10305,1,"Argentina",330,3,0,0,0,0,
10306,1,"Argentina",330,3,0,0,0,0,
10307,1,"Argentina",330,3,1,0,0,0,
10308,1,"Argentina",330,3,1,0,0,100,.14290667
10309,1,"Argentina",330,3,1,0,0,100,.20410889
10310,1,"Argentina",330,3,1,0,0,100,.15860444
10311,1,"Argentina",330,4,0,0,0,100,270.18216
10312,1,"Argentina",330,4,1,0,0,0,
10313,1,"Argentina",330,4,1,0,0,0,
10314,1,"Argentina",330,5,0,0,0,0,
10315,1,"Argentina",330,5,0,0,0,0,
10316,1,"Argentina",330,5,0,0,0,100,.38087332
10317,1,"Argentina",330,5,0,0,0,100,.15364444
10318,1,"Argentina",330,5,1,0,0,100,.17874667
10319,1,"Argentina",330,5,1,0,0,0,
10320,1,"Argentina",330,5,1,0,0,0,
10321,1,"Argentina",330,5,1,0,0,0,
10322,1,"Argentina",332,1,0,0,0,0,
10323,1,"Argentina",332,1,0,0,0,0,
10324,1,"Argentina",332,1,0,0,0,0,
10325,1,"Argentina",332,1,0,0,0,100,3.8006244
10326,1,"Argentina",332,1,0,0,0,0,
10327,1,"Argentina",332,1,1,0,0,100,.12798445
10328,1,"Argentina",332,1,1,0,0,0,
10329,1,"Argentina",332,1,1,0,0,0,
10330,1,"Argentina",332,1,1,0,0,100,.19705111
10331,1,"Argentina",332,2,0,0,0,0,
10332,1,"Argentina",332,2,0,0,0,0,
10333,1,"Argentina",332,2,0,0,0,100,42.636215
10334,1,"Argentina",332,2,0,0,0,100,.18278222
10335,1,"Argentina",332,2,0,0,0,0,
10336,1,"Argentina",332,2,1,0,0,100,.079468891
10337,1,"Argentina",332,2,1,0,0,0,
10338,1,"Argentina",332,2,1,0,0,0,
10339,1,"Argentina",332,2,1,0,0,0,
10340,1,"Argentina",332,2,1,0,0,0,
10341,1,"Argentina",332,3,0,0,0,100,196.73643
10342,1,"Argentina",332,3,0,0,0,0,
10343,1,"Argentina",332,3,0,0,0,0,
10344,1,"Argentina",332,3,0,0,0,0,
10345,1,"Argentina",332,3,1,0,0,0,
10346,1,"Argentina",332,3,1,0,0,100,.23049778
10347,1,"Argentina",332,3,1,0,0,0,
10348,1,"Argentina",332,3,1,0,0,0,
10349,1,"Argentina",332,3,1,0,0,0,
10350,1,"Argentina",332,4,0,0,0,0,
10351,1,"Argentina",332,4,0,0,0,0,
10352,1,"Argentina",332,4,0,0,0,100,1.5846601
10353,1,"Argentina",332,4,1,0,0,0,
10354,1,"Argentina",332,4,1,0,0,0,
10355,1,"Argentina",332,4,1,0,0,0,
10356,1,"Argentina",332,5,0,0,0,0,
10357,1,"Argentina",332,5,0,0,0,100,1.0938511
10358,1,"Argentina",332,5,0,0,0,0,
10359,1,"Argentina",332,5,0,0,0,0,
10360,1,"Argentina",332,5,0,0,0,100,77.926491
10361,1,"Argentina",332,5,1,0,0,0,
10362,1,"Argentina",332,5,1,0,0,0,
10363,1,"Argentina",332,5,1,0,0,0,
10364,1,"Argentina",332,5,1,0,0,0,
10365,1,"Argentina",332,5,1,0,0,0,
10366,1,"Argentina",333,1,0,0,0,100,.35922667
10367,1,"Argentina",333,1,0,0,0,100,24.650497
10368,1,"Argentina",333,1,0,0,0,0,
10369,1,"Argentina",333,1,1,0,0,100,.29043779
10370,1,"Argentina",333,1,1,0,0,100,8.332222
10371,1,"Argentina",333,1,1,0,0,100,.13914889
10372,1,"Argentina",333,1,1,0,0,100,.15045555
10373,1,"Argentina",333,2,0,0,0,0,
10374,1,"Argentina",333,2,0,0,0,100,.64712
10375,1,"Argentina",333,2,0,0,0,100,2.769171
10376,1,"Argentina",333,2,0,0,0,0,
10377,1,"Argentina",333,2,1,0,0,100,.21831334
10378,1,"Argentina",333,2,1,0,0,100,.18886222
10379,1,"Argentina",333,2,1,0,0,0,
10380,1,"Argentina",333,3,0,0,0,0,
10381,1,"Argentina",333,3,0,0,0,0,
10382,1,"Argentina",333,3,0,0,0,0,
10383,1,"Argentina",333,3,1,0,0,0,
10384,1,"Argentina",333,3,1,0,0,0,
10385,1,"Argentina",333,3,1,0,0,0,
10386,1,"Argentina",333,3,1,0,0,0,
10387,1,"Argentina",333,4,0,0,0,100,.098177776
10388,1,"Argentina",333,4,0,0,0,0,
10389,1,"Argentina",333,4,0,0,0,0,
10390,1,"Argentina",333,4,0,0,0,0,
10391,1,"Argentina",333,4,1,0,0,100,.21449777
10392,1,"Argentina",333,4,1,0,0,0,
10393,1,"Argentina",333,4,1,0,0,0,
10394,1,"Argentina",333,5,0,0,0,100,.88681775
10395,1,"Argentina",333,5,0,0,0,100,1.8846067
10396,1,"Argentina",333,5,0,0,0,0,
10397,1,"Argentina",333,5,1,0,0,0,
10398,1,"Argentina",333,5,1,0,0,100,.27054
10399,1,"Argentina",333,5,1,0,0,0,
10400,1,"Argentina",333,5,1,0,0,0,
10401,2,"Australia",6,1,0,0,0,100,.16944444
10402,2,"Australia",6,1,0,0,0,100,.20277777
10403,2,"Australia",6,1,0,0,0,0,
10404,2,"Australia",6,1,0,0,0,0,
10405,2,"Australia",6,1,1,0,0,100,3.6875
10406,2,"Australia",6,1,1,0,0,100,1.2363889
10407,2,"Australia",6,1,1,0,0,100,958.86945
10408,2,"Australia",6,1,1,0,0,100,.12111111
10409,2,"Australia",6,2,0,0,0,100,4.1361113
10410,2,"Australia",6,2,0,0,0,100,.087499999
10411,2,"Australia",6,2,0,0,0,100,.15416667
10412,2,"Australia",6,2,0,0,0,0,
10413,2,"Australia",6,2,0,0,0,0,
10414,2,"Australia",6,2,1,0,0,100,.11944444
10415,2,"Australia",6,2,1,0,0,100,1.0369444
10416,2,"Australia",6,2,1,0,0,0,
10417,2,"Australia",6,2,1,0,0,100,1.6205555
10418,2,"Australia",6,3,0,0,0,100,5.6194444
10419,2,"Australia",6,3,0,0,0,100,17.352777
10420,2,"Australia",6,3,0,0,0,100,.17083333
10421,2,"Australia",6,3,0,0,0,0,
10422,2,"Australia",6,3,1,0,0,100,.80277777
10423,2,"Australia",6,3,1,0,0,100,.12055556
10424,2,"Australia",6,3,1,0,0,100,.3863889
10425,2,"Australia",6,3,1,0,0,100,.23583333
10426,2,"Australia",6,3,1,0,0,0,
10427,2,"Australia",6,4,0,0,0,100,.83611113
10428,2,"Australia",6,4,0,0,0,0,
10429,2,"Australia",6,4,0,0,0,0,
10430,2,"Australia",6,4,0,0,0,100,.17055556
10431,2,"Australia",6,4,0,0,0,0,
10432,2,"Australia",6,4,1,0,0,0,
10433,2,"Australia",6,4,1,0,0,100,1.2202778
10434,2,"Australia",6,4,1,0,0,100,3.3697221
10435,2,"Australia",6,4,1,0,0,100,621.35303
10436,2,"Australia",6,5,0,0,0,0,
10437,2,"Australia",6,5,0,0,0,0,
10438,2,"Australia",6,5,0,0,0,100,.78638887
10439,2,"Australia",6,5,0,0,0,100,.15277778
10440,2,"Australia",6,5,1,0,0,100,4.8705554
10441,2,"Australia",6,5,1,0,0,100,.31944445
10442,2,"Australia",6,5,1,0,0,100,.46944445
10443,2,"Australia",6,5,1,0,0,0,
10444,2,"Australia",6,5,1,0,0,100,.3361111
10445,2,"Australia",35,1,0,0,0,100,.087222226
10446,2,"Australia",35,1,0,0,0,0,
10447,2,"Australia",35,1,0,0,0,100,1.1038889
10448,2,"Australia",35,1,0,0,0,0,
10449,2,"Australia",35,1,0,0,0,100,.086111113
10450,2,"Australia",35,1,0,0,0,100,218.47
10451,2,"Australia",35,1,1,0,0,100,.036111113
10452,2,"Australia",35,1,1,0,0,100,1.8872222
10453,2,"Australia",35,1,1,0,0,100,.1538889
10454,2,"Australia",35,1,1,0,0,100,.56944442
10455,2,"Australia",35,1,1,0,0,100,.30277777
10456,2,"Australia",35,1,1,0,0,100,.1375
10457,2,"Australia",35,2,0,0,0,100,.63722223
10458,2,"Australia",35,2,0,0,0,0,
10459,2,"Australia",35,2,0,0,0,0,
10460,2,"Australia",35,2,0,0,0,100,.7027778
10461,2,"Australia",35,2,0,0,0,100,.35416666
10462,2,"Australia",35,2,0,0,0,0,
10463,2,"Australia",35,2,0,0,0,100,21.670834
10464,2,"Australia",35,2,1,0,0,100,358.43695
10465,2,"Australia",35,2,1,0,0,100,.20388889
10466,2,"Australia",35,2,1,0,0,100,.55277777
10467,2,"Australia",35,2,1,0,0,100,.10305556
10468,2,"Australia",35,2,1,0,0,100,.17055556
10469,2,"Australia",35,2,1,0,0,100,.10388889
10470,2,"Australia",35,3,0,0,0,100,5.3041668
10471,2,"Australia",35,3,0,0,0,100,.30416667
10472,2,"Australia",35,3,0,0,0,0,
10473,2,"Australia",35,3,0,0,0,0,
10474,2,"Australia",35,3,0,0,0,0,
10475,2,"Australia",35,3,0,0,0,100,.13611111
10476,2,"Australia",35,3,0,0,0,0,
10477,2,"Australia",35,3,1,0,0,100,.38722223
10478,2,"Australia",35,3,1,0,0,100,.086111113
10479,2,"Australia",35,3,1,0,0,100,.10388889
10480,2,"Australia",35,3,1,0,0,100,.18694444
10481,2,"Australia",35,3,1,0,0,100,.12083333
10482,2,"Australia",35,3,1,0,0,100,963.60333
10483,2,"Australia",35,3,1,0,0,0,
10484,2,"Australia",35,4,0,0,0,0,
10485,2,"Australia",35,4,0,0,0,0,
10486,2,"Australia",35,4,0,0,0,0,
10487,2,"Australia",35,4,1,0,0,100,2.2694445
10488,2,"Australia",35,4,1,0,0,0,
10489,2,"Australia",35,4,1,0,0,0,
10490,2,"Australia",35,5,0,0,0,100,.16944444
10491,2,"Australia",35,5,0,0,0,100,.15361111
10492,2,"Australia",35,5,0,0,0,0,
10493,2,"Australia",35,5,0,0,0,100,.12055556
10494,2,"Australia",35,5,0,0,0,100,.30388889
10494,2,"Australia",35,5,0,1,100,,
10495,2,"Australia",35,5,0,0,0,0,
10496,2,"Australia",35,5,1,0,0,0,
10497,2,"Australia",35,5,1,0,0,0,
10498,2,"Australia",35,5,1,0,0,0,
10499,2,"Australia",35,5,1,0,0,100,.48722222
10500,2,"Australia",35,5,1,0,0,100,.33722222
10501,2,"Australia",35,5,1,0,0,0,
10502,2,"Australia",35,5,1,0,0,100,.70249999
10503,2,"Australia",41,1,0,0,0,100,119.05278
10504,2,"Australia",41,1,0,0,0,100,.11916666
10505,2,"Australia",41,1,0,0,0,0,
10506,2,"Australia",41,1,1,0,0,100,2.3366666
10507,2,"Australia",41,1,1,0,0,100,1.3033333
10508,2,"Australia",41,2,0,0,0,0,
10509,2,"Australia",41,2,0,0,0,100,.2025
10510,2,"Australia",41,2,1,0,0,100,.13555555
10511,2,"Australia",41,2,1,0,0,100,.88555557
10512,2,"Australia",41,2,1,0,0,100,.31999999
10513,2,"Australia",41,3,0,0,0,100,9.0694447
10514,2,"Australia",41,3,0,0,0,100,1.4536111
10515,2,"Australia",41,3,0,0,0,100,2.5702777
10516,2,"Australia",41,3,1,0,0,100,.1525
10517,2,"Australia",41,3,1,0,0,0,
10518,2,"Australia",41,4,0,0,0,0,
10519,2,"Australia",41,4,0,0,0,0,
10520,2,"Australia",41,4,1,0,0,100,167.28612
10521,2,"Australia",41,4,1,0,0,100,1.1538889
10522,2,"Australia",41,4,1,0,0,0,
10523,2,"Australia",41,5,0,0,0,100,103.93694
10524,2,"Australia",41,5,0,0,0,0,
10525,2,"Australia",41,5,0,0,0,100,1.2038889
10526,2,"Australia",41,5,1,0,0,100,.086666666
10527,2,"Australia",41,5,1,0,0,100,.2361111
10528,2,"Australia",76,1,0,0,0,0,
10529,2,"Australia",76,1,0,0,0,0,
10530,2,"Australia",76,1,0,0,0,0,
10531,2,"Australia",76,1,0,0,0,100,140.58722
10532,2,"Australia",76,1,1,0,0,100,.053055555
10533,2,"Australia",76,1,1,0,0,0,
10534,2,"Australia",76,1,1,0,0,100,140.55305
10535,2,"Australia",76,1,1,0,0,0,
