"Data Source","World Development Indicators",

"Last Updated Date","2021-04-26",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Austria","AUT","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19425.4046379638","20567.11866326","21241.1593406816","21679.4507995069","22587.1859201474","23639.8174634615","24500.2271820533","25417.8491652419","26673.9447069683","27606.4830303088","29388.7774746532","29715.6408471561","31178.6933297272","32111.1244333186","33745.847650488","35013.7140443423","37611.8042485063","39382.7970602244","41316.225176699","40948.2221602982","42041.486681307","44452.7327457999","46457.3457770311","47922.0491207455","48799.7154676985","49865.9039424185","52684.0171130768","54342.9478588847","58850.7601106449","60398.5991105885","",
"Azerbaijan","AZE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5360.07052928772","5417.78632966306","4224.43878663465","3275.4231841307","2650.26117585175","2359.21640181535","2409.19330605464","2567.98740352519","2829.5950940253","3055.92530702127","3442.63193225276","3836.59959060144","4233.44006351165","4716.3776118856","5245.42525100261","6850.8130192909","9387.1093489161","11957.3911716597","13200.9407059748","14248.8924609666","14926.6376401599","14804.5744507911","15957.718850285","17188.9455056612","17443.8782563093","14938.4011276715","14371.0227410092","14121.4069355591","14555.7967348653","15039.8093220622","",
"Burundi","BDI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","615.072101191288","652.532846204191","659.839925764089","621.036730836162","599.569208403046","555.367529299993","514.020275606553","509.357390721208","534.024025649783","529.283702385627","527.080874665839","537.359543541053","554.945261579519","541.764468251582","565.042350511691","569.274585188815","598.507676202816","615.230498671645","636.33218070318","644.104637287689","663.054795239364","681.971621284674","690.688140462063","740.984230793905","777.041557228105","841.646357215727","796.944387318245","773.571858394255","780.074937173306","784.92698867139","",
"Belgium","BEL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18642.8939218853","19553.8580645775","20223.3796787781","20423.4624262887","21466.445442637","22392.2723214818","22688.7855304243","23724.0102296344","24367.9239656861","25440.8411888638","27796.6460731837","28800.5170490185","30282.2886450283","30901.0031866127","32036.5012287535","33177.8909458158","35212.0235620337","36746.5513746828","37883.3319417819","37777.3278274072","39870.4948741712","40942.372710454","42290.7620520019","43671.11959259","44929.685593416","46200.904454307","48597.3999826201","50596.6427973359","54330.2871936942","56257.1574745554","",
"Benin","BEN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1259.5724477522","1312.12579914431","1334.47769810605","1396.08360281934","1405.70910959003","1472.63375260683","1516.00395789462","1581.94309212057","1614.63005034065","1675.2458002797","1759.7190754288","1837.804033868","1895.00043984543","1936.88122973309","2015.63750603099","2052.52833901543","2135.26273050304","2258.49187937982","2347.92270460712","2353.63420841093","2364.11835140337","2416.32710692027","2498.49731338005","2669.68982061252","2833.41192647339","2886.83186680607","3004.80918688439","3044.51388698516","3237.77368242688","3432.78130027653","",
"Burkina Faso","BFA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","589.95231037418","647.64993708343","646.309275000091","666.224316944746","670.850665495522","704.457870218515","774.654486538427","814.790179071446","859.734798552997","910.579949829086","921.93989158583","976.16104269113","1005.42974524315","1072.46739010723","1117.46543171577","1215.57371069015","1291.48551628409","1339.73840062214","1401.95772721485","1411.12752848048","1502.10346982341","1586.5715557449","1619.40001222911","1683.10741055173","1692.30439694524","1713.51937899955","1895.29221999772","2044.38187401171","2171.97396576064","2274.71973639652","",
"Bangladesh","BGD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","850.505145162814","888.997510869191","937.573222594044","983.451280402914","1021.43109802513","1073.10439379196","1118.10107823243","1163.61734470825","1212.1882541056","1261.34465842112","1331.5485120908","1403.12629396308","1453.2621585652","1523.79742154496","1620.42501764464","1753.87460805199","1901.71652523808","2065.15484568738","2206.51032487304","2309.56360575548","2439.06967674104","2620.82248355375","2937.58845156683","3143.51835686654","3367.99552513598","3555.50551000354","3849.11143113288","4161.08971339052","4549.61764626729","4964.09138891893","",
"Bulgaria","BGR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7532.98417082485","7200.99825468641","6903.21739951433","7017.92747474456","7322.92342531198","7724.25711019554","6831.99424443104","5748.4193421603","6177.42265961447","5807.81396486046","6424.75575422061","6961.97276833489","7786.41700228371","8408.3560217176","9193.83105986015","10291.4533855198","11392.8766197617","12795.8412484357","14335.6690235298","14191.5715073501","14879.2670141409","15667.3081208607","16247.4904781752","16588.9333463683","17561.382132399","18343.1107773187","20019.5912818443","21455.5643632836","23634.1733970566","25312.0802278685","",
"Bahrain","BHR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26875.5966984858","30066.2630830926","31972.8907300901","36038.6315438943","35822.7573916555","37059.5152229699","38272.7883650202","39039.63475014","40104.8450975456","40910.6531106469","42181.842575706","42094.8831532141","41932.2413139236","42860.4822229522","44185.4450311188","45400.4952818813","46200.8768896083","47533.0885815341","47847.7869513782","46498.8041660429","46873.0988793635","47377.5724439003","50675.582035476","51494.4117178119","51101.9005266201","45575.8500160498","44769.0337127306","47709.8738136618","47353.1183775409","47002.5493359525","",
"Bahamas, The","BHS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21497.1554068144","20904.378942762","20174.7312207577","20331.1183450927","21048.2164722959","22083.251819061","23124.2459623412","23725.7653165174","24844.2648472298","26685.4272481873","28033.6844657628","28956.9495224663","29715.460962106","29362.6140772571","29869.3684009328","31260.7733458073","32401.588491035","33117.4705371396","32373.4588434814","30728.5238352345","31090.1140862815","31522.6050264014","32216.4319722829","31872.4900005633","33154.0049145014","33423.7087414326","34154.2584603014","36297.3070225153","37921.3111566006","38742.5457547658","",
"Bosnia and Herzegovina","BIH","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","953.18822849271","1208.59203643049","2365.4663521747","3258.30019358314","3810.75635829185","4226.68486300024","4549.32962366462","4751.16113277489","5136.52706168551","5373.58091991907","6201.10791309344","6479.66442821194","7404.11097475502","8186.58006105243","9028.80183779426","9035.28116803125","9355.44237531214","9976.45426287902","10304.0791254154","11016.5386621544","11433.2224926214","12010.715867216","13072.11678878","13797.790217834","15387.584281639","16288.8302196838","",
"Belarus","BLR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5232.07829269631","5341.48526210939","4928.10880047897","4650.98823724828","4199.44034494361","3854.03197576776","4047.99073070163","4606.71959093066","5073.96192858346","5344.65821344333","5808.35742604515","6248.21138190261","6709.84550302815","7367.1937790108","8489.48408708654","9642.42979293825","10994.7667382997","12317.4565013878","13885.7467207581","14050.8803096121","15349.2281344273","16543.0437300092","18071.5055962673","18948.4684736964","18955.907025082","18041.2425036167","17725.7521791512","18280.1989190642","19345.2801947979","20101.1150499252","",
"Belize","BLZ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3334.94177678189","3771.06753263044","4251.05512277019","4547.69655629289","4557.32179700747","4563.86987352541","4565.46301549608","4638.59388450423","4682.42021500796","4978.2383456905","5558.48644917286","5766.02023058147","5963.24621155309","6467.24100097829","6781.13340985142","6945.57375875207","7306.76196551107","7347.2419522451","7554.36672024743","7438.78218131445","7563.65016475826","7684.81762197575","7272.87001468807","7226.99483075387","7170.52946398798","7244.39107837677","7179.46231905401","7108.86670023719","7291.73463205945","7314.63199191617","",
"Bermuda","BMU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34909.1802524149","34994.082266883","36030.2417041146","37790.419049102","38560.4512207666","40807.8422116097","42364.1015306172","44802.7762376922","46729.5133668019","48734.2253990083","53983.1077673148","58516.5907490708","58183.9531184331","60886.1213052918","63560.1427815253","66207.2548728875","71580.6220719782","75534.9775998563","75121.6481269854","71040.1736798704","70620.080683347","69998.8434204712","67453.8205236015","68993.2274876771","68775.4467426718","71873.2280578182","76362.0514142141","81834.9558735543","83404.2744996891","85272.2134731075","",
"Bolivia","BOL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2374.67792244663","2530.23834716546","2575.60428466896","2692.07637694693","2818.55836933606","2950.81343608815","3072.63573663703","3215.09101674969","3347.60994420504","3344.22854399819","3437.61887776643","3504.7400553462","3580.81761151236","3677.63873703052","3863.45415091144","4086.37389488737","4335.38310169564","4575.66375837663","4868.44414304778","4986.46245410146","5167.11391817954","5460.25545403167","5921.64947773198","6624.80529343012","7056.82836431613","7133.87445757502","7499.77885938035","8423.69680584065","8866.37883394526","9110.55582043167","",
"Brazil","BRA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6701.20904417979","6909.92174564806","6915.31270219379","7287.07540342039","7712.67167401152","8090.89000007492","8288.17894959802","8582.06774052655","8575.87350838909","8611.90022976481","9060.78639967067","9260.76595890702","9568.06384765569","9733.77081639542","10445.3445105993","10988.9586843713","11642.4439466158","12549.9279809866","13312.7634156653","13269.1185719948","14299.5516971693","15040.0581828206","15046.2898798158","15588.7262064568","15718.5656477083","14744.1129133865","14256.1632471211","14519.8491302518","14951.8109956354","15299.9872589341","",
"Barbados","BRB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9579.67602024713","9482.19199715847","9112.0752322348","9366.7400846725","9721.58035630343","10084.8913605393","10634.1716682714","11282.2311465317","11784.1165620115","11944.8123587189","12704.9357003097","12630.6649260276","12887.7319472812","13368.4473972072","13873.845692955","14815.9564414089","16098.0945007386","16820.4136356213","17190.9462185691","16374.6898274304","16127.8113836773","16304.3824246065","15310.0059950864","15334.720366479","15175.4956415237","15510.824290378","15952.0703078728","15788.8205162215","16056.6892690523","16330.8876795581","",
"Brunei Darussalam","BRN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55913.6509333686","57945.7000065853","60345.0876506348","60249.5903931158","61767.234078044","64188.1187523425","65587.4117416245","64190.9861773336","63097.4617232063","64533.3059370697","66439.3361395962","68350.5334081103","70716.7593744497","72755.7329954631","73808.52672627","75213.7551158633","79772.6751005378","81013.4222035185","80036.1131605002","78297.7071865704","80277.5456882089","83935.012512764","88247.7277411733","83787.0606229269","81373.0180738329","62541.680359491","56296.0197678199","60995.6811141379","61859.9779118091","64847.6517376043","",
"Bhutan","BTN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1507.33363777505","1540.83993692015","1648.81995168191","1727.61837621889","1854.31299483814","2016.79681880908","2140.61105391554","2251.93569275781","2357.8219752487","2522.47416208008","2696.34645578181","2923.1309910172","3229.54552824571","3480.08971359334","3723.42675605727","4056.18381367351","4412.46978616001","5302.71029368762","5608.47775890273","5972.9234015808","6693.50614846034","7295.84280502124","7912.13336694868","7989.65543098848","8666.41956699771","9500.76818875845","10457.201800922","11142.3999477275","11624.9210323606","12355.7935697174","",
"Botswana","BWA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5682.07212181635","6124.06078724981","6270.3188215586","6375.62230369112","6583.55382644301","7022.20703359701","7388.84233857775","7953.38103003007","7897.10569668149","8597.67488298639","8784.18873131477","8830.92115572165","9347.82410442604","9790.96333528038","10144.5408583407","10733.219515945","11742.5198309264","12780.6318671403","13552.6121474","12366.5350295328","13352.2946534712","14252.7130521564","13590.5155297994","14707.7019221216","16300.8685335942","15547.1643247545","17260.3047104121","17253.2806291006","18063.7639328552","18552.7532590413","",
"Central African Republic","CAF","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","635.438830893148","637.008166134224","593.038908763406","591.745474363269","616.024446453509","655.889765067254","624.596673190345","652.435072039324","674.280671477019","692.204671046794","674.439740085479","704.222164487799","725.615024693439","684.956626233994","730.748453961372","745.572863180151","789.210791930019","831.607791848706","849.941447958999","916.187283149531","958.920448341985","1012.65808884034","1102.02653199185","738.475390341037","720.3234642228","787.013081642243","851.071921080369","912.80205230035","955.84011702071","986.680896715623","",
"Canada","CAN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20150.2850200566","20145.4210040285","20550.047859844","21363.0708638975","22554.7070189449","23402.8813471099","23963.3922239491","25166.8700796266","26219.956548434","27745.8065524148","29265.2513176458","30107.7062521834","30853.201316329","32219.4550215018","33795.6562999652","36211.0845984165","37995.1623578246","39452.0026920462","40275.9898957504","38795.4796850687","40019.9262502347","41569.449617197","42290.9654102745","44298.5787342765","45753.7505547994","44670.0805385838","46472.3402486315","48487.7602830835","50929.204764116","51663.2492066497","",
"Central Europe and the Baltics","CEB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7096.92815209893","6652.73913692897","6685.1901122254","6956.41792369225","7393.54981873813","7974.5306256413","8378.73176252848","8700.29814953979","9093.74627689026","9393.39857868219","10015.5079515341","10798.8292561136","11625.2762029798","12322.1776677623","13463.2566786496","14302.1330397957","15889.6369511771","17726.5085607892","19660.9934142645","19701.2711874592","20801.9915823116","22181.3957873302","22962.7775708133","23954.0431938385","24969.9252923895","26121.9602561649","27858.0574631239","29975.4168554136","32915.2188725659","35130.8507871655","",
"Switzerland","CHE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27570.6328343831","27891.1936637984","28201.6844949962","28572.0912698961","29318.1065890218","29876.4850004272","30505.9873948467","31804.7537189105","32917.7995510781","33814.0792910998","35765.1708823458","36778.5410644032","37718.3040957379","37716.2896370852","39173.2347495347","40572.2632072283","45092.8641918752","49734.0322331691","52584.7349547922","51796.5382482069","53112.424584429","56183.8325669209","57849.5839515252","60108.5163468318","61902.1624060426","63921.8025107178","65726.8171696837","66910.5737007273","70877.786833578","72372.2427980477","",
"Channel Islands","CHI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4511.17005852604","4952.53850715378","5622.77733252669","6119.38014219158","6568.78074799893","7351.82880778263","8011.57112501715","8637.33070968732","8995.76502335197","8977.11743375636","9553.56662261844","9972.65102673782","10333.0635909623","10841.323852724","11812.6348632253","12746.5833879323","15753.962990375","16941.8359830089","16501.8069214628","16159.6052340491","18161.8039224929","20342.5709204911","21507.7074027908","22439.2783559589","22786.6556023986","22698.5494450875","23437.5976745843","24548.1876999972","25512.7684280203","27002.2617508326","",
"China","CHN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","982.500870266364","1094.771431398","1263.4163182356","1456.07946958358","1662.1587588087","1862.55412217607","2063.11692633552","2269.20140131463","2451.15280373379","2653.97362579369","2920.56079086362","3210.00939556568","3534.84912989295","3937.31287529207","4425.87419110668","5053.94579833165","5836.57343668074","6810.60390004322","7574.2244550409","8307.84951918894","9253.76518767716","10299.870694002","11197.5969363537","11923.7526189386","12549.7718312938","12978.7689105711","13572.6199886903","14344.4212394407","15614.3052820791","16804.425782267","",
"Cote d'Ivoire","CIV","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2053.96694683053","2049.11307189497","2017.25328237955","1989.75604450658","1979.55323559674","2094.27926313629","2224.55894623272","2275.40131472551","2343.41620049193","2348.93035412368","2291.44115265653","2289.12595620824","2236.32908601374","2199.90095819971","2239.75497032836","2300.12223220366","2354.29134376043","2406.77894427282","2460.24709305659","2501.7285220973","2522.3649297953","2404.04227964872","2626.06838275999","2828.40134144047","3127.4791681667","4652.89062085021","4726.98312102936","4830.75170129491","5156.0938486893","5443.22483894621","",
"Cameroon","CMR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1855.40906897592","1790.70636374893","1723.39806994126","1578.25503483264","1600.54487505407","1644.92959432492","1701.69958073833","1774.15198021532","1826.59518072494","1882.77709498205","1941.6971286159","2017.01136480811","2079.76020931616","2156.69139627384","2302.1161435595","2357.04811710389","2444.75394273864","2562.26353978899","2629.88696474255","2634.67741742717","2681.88681699506","2773.89666656205","2855.44615572722","3002.61078104672","3185.3551485686","3260.52496906015","3405.05758901073","3554.5251558947","3691.33429266919","3803.45724026778","",
"Congo, Dem. Rep.","COD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","882.773089036979","805.60370969446","709.285661067984","604.305991321613","571.962353034836","569.327298789314","557.970362591678","522.631954274912","508.073575980297","481.907251482141","447.082198397239","435.076334075443","441.82030855645","460.770152571176","489.419993636004","518.840239304256","545.151474158515","575.749115813194","603.287907483007","604.844154106526","633.913123650304","668.9408609868","669.56746203289","753.48513638362","849.760795523223","905.450456845892","963.669308905139","1059.8107753086","1112.34609176137","1146.53586681718","",
"Congo, Rep.","COG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3474.99739065897","3578.99415764147","3654.12043318961","3602.87648313312","3381.93158682002","3490.74030177243","3603.00828120407","3538.74858763659","3606.21956610344","3462.02949035182","3699.23905190971","3813.74415286436","3938.41914381474","3929.59211661026","4052.51320225109","4363.25091377984","4695.69079739009","4350.75649462998","4555.9862258958","4959.40701166494","5349.83832328262","5428.23906504819","6335.78434717101","6068.99573377483","5888.28297350804","4664.32232446703","3883.57795363254","4274.29641446159","4002.11307577352","3835.66258234277","",
"Colombia","COL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5012.22134141208","5182.76995062917","5408.87068252222","5724.01671111944","6070.67465241217","6401.8137305606","6535.5295125424","6758.27056903524","6758.5257494337","6460.90682650889","6690.37375103851","6843.73903643331","7018.08201866356","7319.5432121236","7806.05050941487","8324.75468878013","9035.56563955075","9781.9704077819","10179.244841547","10258.9708395312","10731.6459149098","11604.102283016","12018.6512847411","12727.764931531","13307.4245015783","13265.7972569151","13859.0862651647","14219.5328183657","15055.6853046331","16012.4457431478","",
"Comoros","COM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1587.42792209788","1507.59049153915","1625.26965529372","1664.86521519121","1565.38339382362","1610.2159146167","1574.68688732299","1622.15726687491","1618.15263993948","1630.51244979306","1801.7674563404","1838.37860566575","1865.270439968","1894.20645270133","1936.01328145773","2004.63431327771","2069.88635215927","2091.75502388273","2165.06883679728","2197.80539917403","2252.89077242865","2337.0573875903","2511.48516189132","2636.49430979759","2716.82752451541","2709.60087830928","2863.87004205359","3032.25468181699","3141.54607487218","3194.90074820584","",
